Product Name,Product Group SKU,Variant Name,Attribute 1,Option 1,Attribute 2,Option 2,Attribute 3,Option 3,Parent Category,Category,Subcategory,Brand,SKU,Barcode,Description,Customer Unit,Supplier Unit,Customer Units in One Supplier Unit,Purchase Price,Selling Price,Regular Price,Opening Supplier Quantity,Additional Customer-Unit Stock,Low Stock Alert,Status
Gift Packs Premium,,,,,,,,,Snacks & Confectionery,Gift Packs,Gift Packs Premium,Store Brand,SC-GP-GPP-SB-01318,,Gift Packs Premium in Snacks & Confectionery > Gift Packs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Gift Packs Premium,,,,,,,,,Snacks & Confectionery,Gift Packs,Gift Packs Premium,Local Brand,SC-GP-GPP-LB-01319,,Gift Packs Premium in Snacks & Confectionery > Gift Packs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Gift Packs Premium,,,,,,,,,Snacks & Confectionery,Gift Packs,Gift Packs Premium,Imported Brand,SC-GP-GPP-IB-01320,,Gift Packs Premium in Snacks & Confectionery > Gift Packs. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery,Store Brand,SC-SC-SC-SB-01321,,Seasonal Confectionery in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery,Local Brand,SC-SC-SC-LB-01322,,Seasonal Confectionery in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery,Imported Brand,SC-SC-SC-IB-01323,,Seasonal Confectionery in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery Regular,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery Regular,Store Brand,SC-SC-SCR-SB-01324,,Seasonal Confectionery Regular in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery Regular,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery Regular,Local Brand,SC-SC-SCR-LB-01325,,Seasonal Confectionery Regular in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery Regular,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery Regular,Imported Brand,SC-SC-SCR-IB-01326,,Seasonal Confectionery Regular in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery Premium,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery Premium,Store Brand,SC-SC-SCP-SB-01327,,Seasonal Confectionery Premium in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery Premium,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery Premium,Local Brand,SC-SC-SCP-LB-01328,,Seasonal Confectionery Premium in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Seasonal Confectionery Premium,,,,,,,,,Snacks & Confectionery,Seasonal Confectionery,Seasonal Confectionery Premium,Imported Brand,SC-SC-SCP-IB-01329,,Seasonal Confectionery Premium in Snacks & Confectionery > Seasonal Confectionery. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Box,24,1200,70,80,0,0,10,Active
Milk Pak UHT Milk,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk,Milk Pak,DC-UM-UM-MP-01330,,Milk Pak UHT Milk in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Olpers UHT Milk,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk,Olpers,DC-UM-UM-OLPE-01331,,Olpers UHT Milk in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Nestle UHT Milk,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk,Nestle,DC-UM-UM-NEST-01332,,Nestle UHT Milk in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Dayfresh UHT Milk,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk,Dayfresh,DC-UM-UM-DAYF-01333,,Dayfresh UHT Milk in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Milk Pak UHT Milk Regular,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk Regular,Milk Pak,DC-UM-UMR-MP-01334,,Milk Pak UHT Milk Regular in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Olpers UHT Milk Regular,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk Regular,Olpers,DC-UM-UMR-OLPE-01335,,Olpers UHT Milk Regular in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Nestle UHT Milk Regular,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk Regular,Nestle,DC-UM-UMR-NEST-01336,,Nestle UHT Milk Regular in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Dayfresh UHT Milk Regular,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk Regular,Dayfresh,DC-UM-UMR-DAYF-01337,,Dayfresh UHT Milk Regular in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Milk Pak UHT Milk Premium,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk Premium,Milk Pak,DC-UM-UMP-MP-01338,,Milk Pak UHT Milk Premium in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Olpers UHT Milk Premium,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk Premium,Olpers,DC-UM-UMP-OLPE-01339,,Olpers UHT Milk Premium in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Nestle UHT Milk Premium,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk Premium,Nestle,DC-UM-UMP-NEST-01340,,Nestle UHT Milk Premium in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Dayfresh UHT Milk Premium,,,,,,,,,Dairy & Chilled,UHT Milk,UHT Milk Premium,Dayfresh,DC-UM-UMP-DAYF-01341,,Dayfresh UHT Milk Premium in Dairy & Chilled > UHT Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Prema Fresh Milk,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk,Prema,DC-FM-FM-PREM-01342,,Prema Fresh Milk in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Dayfresh Fresh Milk,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk,Dayfresh,DC-FM-FM-DAYF-01343,,Dayfresh Fresh Milk in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Anhaar Fresh Milk,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk,Anhaar,DC-FM-FM-ANHA-01344,,Anhaar Fresh Milk in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Fresh Milk,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk,Store Brand,DC-FM-FM-SB-01345,,Fresh Milk in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Prema Fresh Milk Regular,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk Regular,Prema,DC-FM-FMR-PREM-01346,,Prema Fresh Milk Regular in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Dayfresh Fresh Milk Regular,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk Regular,Dayfresh,DC-FM-FMR-DAYF-01347,,Dayfresh Fresh Milk Regular in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Anhaar Fresh Milk Regular,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk Regular,Anhaar,DC-FM-FMR-ANHA-01348,,Anhaar Fresh Milk Regular in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Fresh Milk Regular,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk Regular,Store Brand,DC-FM-FMR-SB-01349,,Fresh Milk Regular in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Prema Fresh Milk Premium,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk Premium,Prema,DC-FM-FMP-PREM-01350,,Prema Fresh Milk Premium in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Dayfresh Fresh Milk Premium,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk Premium,Dayfresh,DC-FM-FMP-DAYF-01351,,Dayfresh Fresh Milk Premium in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Anhaar Fresh Milk Premium,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk Premium,Anhaar,DC-FM-FMP-ANHA-01352,,Anhaar Fresh Milk Premium in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Fresh Milk Premium,,,,,,,,,Dairy & Chilled,Fresh Milk,Fresh Milk Premium,Store Brand,DC-FM-FMP-SB-01353,,Fresh Milk Premium in Dairy & Chilled > Fresh Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Nido Powder Milk,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk,Nido,DC-PM-PM-NIDO-01354,,Nido Powder Milk in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Everyday Powder Milk,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk,Everyday,DC-PM-PM-EVER-01355,,Everyday Powder Milk in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Millac Powder Milk,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk,Millac,DC-PM-PM-MILL-01356,,Millac Powder Milk in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Powder Milk,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk,Store Brand,DC-PM-PM-SB-01357,,Powder Milk in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Nido Powder Milk Regular,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk Regular,Nido,DC-PM-PMR-NIDO-01358,,Nido Powder Milk Regular in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Everyday Powder Milk Regular,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk Regular,Everyday,DC-PM-PMR-EVER-01359,,Everyday Powder Milk Regular in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Millac Powder Milk Regular,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk Regular,Millac,DC-PM-PMR-MILL-01360,,Millac Powder Milk Regular in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Powder Milk Regular,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk Regular,Store Brand,DC-PM-PMR-SB-01361,,Powder Milk Regular in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Nido Powder Milk Premium,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk Premium,Nido,DC-PM-PMP-NIDO-01362,,Nido Powder Milk Premium in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Everyday Powder Milk Premium,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk Premium,Everyday,DC-PM-PMP-EVER-01363,,Everyday Powder Milk Premium in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Millac Powder Milk Premium,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk Premium,Millac,DC-PM-PMP-MILL-01364,,Millac Powder Milk Premium in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Powder Milk Premium,,,,,,,,,Dairy & Chilled,Powder Milk,Powder Milk Premium,Store Brand,DC-PM-PMP-SB-01365,,Powder Milk Premium in Dairy & Chilled > Powder Milk. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,24,2400,120,140,0,0,10,Active
Nestle Yogurt,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt,Nestle,DC-YOGU-YOGU-NEST-01366,,Nestle Yogurt in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Olpers Yogurt,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt,Olpers,DC-YOGU-YOGU-OLPE-01367,,Olpers Yogurt in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Dayfresh Yogurt,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt,Dayfresh,DC-YOGU-YOGU-DAYF-01368,,Dayfresh Yogurt in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Yogurt,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt,Nurpur,DC-YOGU-YOGU-NURP-01369,,Nurpur Yogurt in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nestle Yogurt Regular,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt Regular,Nestle,DC-YOGU-YR-NEST-01370,,Nestle Yogurt Regular in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Olpers Yogurt Regular,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt Regular,Olpers,DC-YOGU-YR-OLPE-01371,,Olpers Yogurt Regular in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Dayfresh Yogurt Regular,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt Regular,Dayfresh,DC-YOGU-YR-DAYF-01372,,Dayfresh Yogurt Regular in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Yogurt Regular,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt Regular,Nurpur,DC-YOGU-YR-NURP-01373,,Nurpur Yogurt Regular in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nestle Yogurt Premium,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt Premium,Nestle,DC-YOGU-YP-NEST-01374,,Nestle Yogurt Premium in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Olpers Yogurt Premium,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt Premium,Olpers,DC-YOGU-YP-OLPE-01375,,Olpers Yogurt Premium in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Dayfresh Yogurt Premium,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt Premium,Dayfresh,DC-YOGU-YP-DAYF-01376,,Dayfresh Yogurt Premium in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Yogurt Premium,,,,,,,,,Dairy & Chilled,Yogurt,Yogurt Premium,Nurpur,DC-YOGU-YP-NURP-01377,,Nurpur Yogurt Premium in Dairy & Chilled > Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt,Store Brand,DC-FY-FY-SB-01378,,Flavored Yogurt in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt,Local Brand,DC-FY-FY-LB-01379,,Flavored Yogurt in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt,Imported Brand,DC-FY-FY-IB-01380,,Flavored Yogurt in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt Regular,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt Regular,Store Brand,DC-FY-FYR-SB-01381,,Flavored Yogurt Regular in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt Regular,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt Regular,Local Brand,DC-FY-FYR-LB-01382,,Flavored Yogurt Regular in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt Regular,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt Regular,Imported Brand,DC-FY-FYR-IB-01383,,Flavored Yogurt Regular in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt Premium,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt Premium,Store Brand,DC-FY-FYP-SB-01384,,Flavored Yogurt Premium in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt Premium,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt Premium,Local Brand,DC-FY-FYP-LB-01385,,Flavored Yogurt Premium in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Flavored Yogurt Premium,,,,,,,,,Dairy & Chilled,Flavored Yogurt,Flavored Yogurt Premium,Imported Brand,DC-FY-FYP-IB-01386,,Flavored Yogurt Premium in Dairy & Chilled > Flavored Yogurt. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Kraft Cheese,,,,,,,,,Dairy & Chilled,Cheese,Cheese,Kraft,DC-CHEE-CHEE-KRAF-01387,,Kraft Cheese in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Adam's Cheese,,,,,,,,,Dairy & Chilled,Cheese,Cheese,Adam's,DC-CHEE-CHEE-AS-01388,,Adam's Cheese in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Cheese,,,,,,,,,Dairy & Chilled,Cheese,Cheese,Nurpur,DC-CHEE-CHEE-NURP-01389,,Nurpur Cheese in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Happy Cow Cheese,,,,,,,,,Dairy & Chilled,Cheese,Cheese,Happy Cow,DC-CHEE-CHEE-HC-01390,,Happy Cow Cheese in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Kraft Cheese Regular,,,,,,,,,Dairy & Chilled,Cheese,Cheese Regular,Kraft,DC-CHEE-CR-KRAF-01391,,Kraft Cheese Regular in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Adam's Cheese Regular,,,,,,,,,Dairy & Chilled,Cheese,Cheese Regular,Adam's,DC-CHEE-CR-AS-01392,,Adam's Cheese Regular in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Cheese Regular,,,,,,,,,Dairy & Chilled,Cheese,Cheese Regular,Nurpur,DC-CHEE-CR-NURP-01393,,Nurpur Cheese Regular in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Happy Cow Cheese Regular,,,,,,,,,Dairy & Chilled,Cheese,Cheese Regular,Happy Cow,DC-CHEE-CR-HC-01394,,Happy Cow Cheese Regular in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Kraft Cheese Premium,,,,,,,,,Dairy & Chilled,Cheese,Cheese Premium,Kraft,DC-CHEE-CP-KRAF-01395,,Kraft Cheese Premium in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Adam's Cheese Premium,,,,,,,,,Dairy & Chilled,Cheese,Cheese Premium,Adam's,DC-CHEE-CP-AS-01396,,Adam's Cheese Premium in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Cheese Premium,,,,,,,,,Dairy & Chilled,Cheese,Cheese Premium,Nurpur,DC-CHEE-CP-NURP-01397,,Nurpur Cheese Premium in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Happy Cow Cheese Premium,,,,,,,,,Dairy & Chilled,Cheese,Cheese Premium,Happy Cow,DC-CHEE-CP-HC-01398,,Happy Cow Cheese Premium in Dairy & Chilled > Cheese. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Butter,,,,,,,,,Dairy & Chilled,Butter,Butter,Nurpur,DC-BUTT-BUTT-NURP-01399,,Nurpur Butter in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Blue Band Butter,,,,,,,,,Dairy & Chilled,Butter,Butter,Blue Band,DC-BUTT-BUTT-BB-01400,,Blue Band Butter in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Lurpak Butter,,,,,,,,,Dairy & Chilled,Butter,Butter,Lurpak,DC-BUTT-BUTT-LURP-01401,,Lurpak Butter in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Anchor Butter,,,,,,,,,Dairy & Chilled,Butter,Butter,Anchor,DC-BUTT-BUTT-ANCH-01402,,Anchor Butter in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Butter Regular,,,,,,,,,Dairy & Chilled,Butter,Butter Regular,Nurpur,DC-BUTT-BR-NURP-01403,,Nurpur Butter Regular in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Blue Band Butter Regular,,,,,,,,,Dairy & Chilled,Butter,Butter Regular,Blue Band,DC-BUTT-BR-BB-01404,,Blue Band Butter Regular in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Lurpak Butter Regular,,,,,,,,,Dairy & Chilled,Butter,Butter Regular,Lurpak,DC-BUTT-BR-LURP-01405,,Lurpak Butter Regular in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Anchor Butter Regular,,,,,,,,,Dairy & Chilled,Butter,Butter Regular,Anchor,DC-BUTT-BR-ANCH-01406,,Anchor Butter Regular in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
Nurpur Butter Premium,,,,,,,,,Dairy & Chilled,Butter,Butter Premium,Nurpur,DC-BUTT-BP-NURP-01407,,Nurpur Butter Premium in Dairy & Chilled > Butter. Simple product for Zephrant ERP import; one internal Default variant will be created.,Piece,Carton,12,3600,350,400,0,0,5,Active
